date,retail_price,wholesale_price,average_temperature,average_rainfall,diesel_price
2016-09-19,115.4,43.08,18.86,1.79,95.0
2016-09-26,112.5,40.91,19.01,2.23,95.0
2016-10-03,111.36,33.46,18.36,2.06,95.0
2016-10-10,112.5,36.43,18.72,7.6,95.0
2016-10-17,112.89,43.21,17.91,5.96,95.0
2016-10-24,110.47,34.62,17.74,9.0,95.0
2016-10-31,108.5,31.54,18.09,16.96,95.0
2016-11-07,97.56,25.36,17.44,4.96,95.0
2016-11-14,96.2,15.77,17.59,15.87,95.0
2016-11-21,86.19,13.86,18.05,9.13,95.0
2016-11-28,87.25,16.43,17.36,0.14,95.0
2016-12-05,88.0,16.65,17.6,1.61,95.0
2016-12-12,93.1,20.71,17.19,2.1,95.0
2016-12-19,85.25,16.43,17.46,2.19,95.0
2016-12-26,81.2,15.9,17.14,3.93,95.0
2017-01-02,77.75,14.64,13.68,0.57,95.0
2017-01-09,74.5,13.21,13.29,0.01,95.0
2017-01-16,75.48,15.36,14.51,2.53,95.0
2017-01-23,73.4,11.14,15.7,14.5,95.0
2017-01-30,71.5,9.93,14.29,0.77,95.0
2017-02-06,74.51,11.75,15.21,1.59,95.0
2017-02-13,79.3,16.0,14.33,3.87,95.0
2017-02-20,79.3,16.0,15.49,2.43,95.0
2017-02-27,73.3,15.31,15.44,5.97,95.0
2017-03-06,72.95454545454545,22.9133333333333,16.87,3.01,95.0
2017-03-13,78.15789473684211,20.10125,16.09,1.51,95.0
2017-03-20,88.97435897435898,18.0499999999999,15.59,0.21,95.0
2017-03-27,112.43243243243244,17.3333333333333,16.89,3.0,95.0
2017-04-03,113.5897435897436,13.6666666666666,16.77,4.24,95.0
2017-04-10,122.42424242424242,11.083333333333334,17.01,2.36,95.0
2017-04-17,163.52941176470588,13.27666667,18.14,0.01,95.0
2017-04-24,187.0,11.6666666666666,18.43,0.39,95.0
2017-05-01,214.5,8.2,18.26,3.46,95.0
2017-05-08,211.53846153846155,7.42857142857142,17.84,3.1,95.0
2017-05-15,212.5,8.57142857142857,18.31,4.29,95.0
2017-05-22,199.41176470588235,8.85714285714285,17.39,3.44,95.0
2017-05-29,230.0,13.8333333333333,16.52,3.07,95.0
2017-06-05,190.0,14.6666666666666,16.97,0.27,95.0
2017-06-12,200.54054054054055,11.2857142857142,17.61,1.54,95.0
2017-06-19,197.5,14.2,16.91,3.44,95.0
2017-06-26,176.28571428571428,12.8,16.51,1.13,95.0
2017-07-03,153.33333333333334,9.14285714285714,16.86,0.61,95.0
2017-07-10,171.05263157894737,10.4285714285714,16.49,0.31,95.0
2017-07-17,177.57575757575756,12.77272727,17.19,0.16,95.0
2017-07-24,172.0,11.5,17.46,1.04,95.0
2017-07-31,165.71428571428572,11.125,16.96,0.79,95.0
2017-08-07,142.33333333333334,10.85714286,17.51,1.91,95.0
2017-08-14,126.5,9.66666666666666,16.51,2.0,95.0
2017-08-21,118.6046511627907,10.818181818181818,16.45,1.13,95.0
2017-08-28,107.17948717948718,9.14285714285714,16.86,6.1,95.0
2017-09-04,117.17948717948718,9.8,16.4,6.76,95.0
2017-09-11,120.54054054054056,8.75,16.34,1.56,95.0
2017-09-18,115.22727272727272,9.833333333,16.29,0.71,95.0
2017-09-25,147.57575757575756,11.2,16.53,0.64,95.0
2017-10-02,150.54054054054055,11.0,17.18,2.5,95.0
2017-10-09,170.27777777777777,10.53846154,16.48,3.27,95.0
2017-10-16,176.875,10.25,16.48,1.91,95.0
2017-10-23,173.23529411764707,10.14285714,16.84,15.79,95.0
2017-10-30,171.8181818181818,8.615384615,16.35,12.53,95.0
2017-11-06,168.78048780487805,7.5,15.95,6.27,95.0
2017-11-13,175.71428571428572,7.0,15.99,0.74,95.0
2017-11-20,215.2941176470588,9.1,15.29,10.21,95.0
2017-11-27,200.9090909090909,8.25,15.61,28.33,95.0
2017-12-04,198.0,5.8,15.81,2.79,95.0
2017-12-11,187.6190476190476,6.0,15.43,2.47,95.0
2017-12-18,183.51351351351352,8.1,14.21,2.71,95.0
2017-12-25,156.66666666666666,8.8,15.24,3.16,95.0
2018-01-01,172.85714285714286,75.83333333,13.75,0.3,95.0
2018-01-08,139.3548387096774,45.38461538,14.48,2.0,95.0
2018-01-15,138.3783783783784,41.15384615,14.22,0.06,95.0
2018-01-22,111.94444444444444,34.61538462,15.64,0.51,95.0
2018-01-29,109.21052631578948,30.41666667,15.6,5.76,95.0
2018-02-05,115.94594594594597,29.64285714,16.13,2.1,95.0
2018-02-12,115.9375,31.66666667,15.53,1.3,95.0
2018-02-19,112.5,26.36363636,16.2,2.24,95.0
2018-02-26,102.0,24.61538462,15.98,11.09,95.0
2018-03-05,100.3125,22.85714286,15.64,4.19,95.0
2018-03-12,107.22222222222224,24.16666667,16.32,4.09,95.0
2018-03-19,101.94444444444444,20.71428571,16.2,0.4,95.0
2018-03-26,101.42857142857144,23.33333333,17.36,3.09,95.0
2018-04-02,103.88888888888889,27.27272727,17.04,3.54,95.0
2018-04-09,95.88235294117646,26.07142857,16.78,5.56,95.0
2018-04-16,110.0,32.5,17.24,1.17,95.0
2018-04-23,103.52941176470588,28.07692308,17.79,2.5,95.0
2018-04-30,107.58620689655172,28.75,17.69,2.37,95.0
2018-05-07,109.71428571428572,32.5,16.84,13.64,95.0
2018-05-14,114.54545454545456,33.66666667,16.64,10.21,95.0
2018-05-21,123.14285714285714,50.35714286,17.0,11.74,109.0
2018-05-28,132.35294117647058,49.0,16.98,2.07,109.0
2018-06-04,147.27272727272728,65.83333333,16.89,6.53,109.0
2018-06-11,165.0,76.66666667,16.52,1.67,109.0
2018-06-18,191.6216216216216,112.5,16.19,1.43,109.0
2018-06-25,230.57142857142856,136.6666667,16.46,2.04,109.0
2018-07-02,228.57142857142856,132.3076923,16.23,2.04,109.0
2018-07-09,225.3571428571429,126.6666667,15.41,8.61,109.0
2018-07-16,223.85,118.83,15.63,2.97,109.0
2018-07-23,234.28571428571428,131.0,16.15,2.39,118.0
2018-07-30,212.94117647058823,126.1538462,16.17,1.0,118.0
2018-08-06,200.32258064516128,93.84615385,15.28,5.23,118.0
2018-08-13,177.02702702702703,85.83333333,15.16,13.53,118.0
2018-08-20,205.80645161290323,95.83333333,16.27,1.1,118.0
2018-08-27,203.51351351351352,98.46153846,16.09,0.51,118.0
2018-09-03,208.4375,123.8461538,16.23,0.14,118.0
2018-09-10,206.36363636363637,100.0,16.71,2.29,118.0
2018-09-17,169.0625,74.16666667,16.05,3.77,123.0
2018-09-24,150.3125,58.46153846,16.28,24.89,123.0
2018-10-01,132.94117647058823,40.76923077,16.79,43.97,123.0
2018-10-08,120.625,38.57142857,16.11,5.09,123.0
2018-10-15,148.0,67.91666667,16.04,22.47,123.0
2018-10-22,157.8125,77.5,16.18,18.17,123.0
2018-10-29,165.0,83.33333333,16.19,11.61,123.0
2018-11-05,191.25,105.8333333,15.42,26.33,123.0
2018-11-12,200.33333333333337,108.3333333,15.54,11.36,116.0
2018-11-19,214.84848484848484,115.7142857,16.3,10.09,116.0
2018-11-26,200.83333333333337,112.5,15.3,4.6,111.0
2018-12-03,195.86206896551724,80.0,15.35,4.03,111.0
2018-12-10,176.76470588235293,80.0,14.94,0.43,106.0
2018-12-17,183.0,98.0,15.57,6.5,106.0
2018-12-24,181.76470588235293,79.33333333,14.73,3.76,106.0
2018-12-31,157.33333333333334,59.23076923,14.51,2.4,101.0
2019-01-07,118.6206896551724,42.0,15.19,2.4,101.0
2019-01-14,116.5625,33.92857143,14.37,6.73,101.0
2019-01-21,112.3529411764706,30.76923077,15.5,1.59,99.0
2019-01-28,101.29032258064515,30.0,14.71,1.49,99.0
2019-02-04,99.1891891891892,18.0,15.91,12.5,99.0
2019-02-11,94.6875,15.8,15.61,10.84,99.0
2019-02-18,100.9375,18.07692308,15.34,0.19,103.0
2019-02-25,98.4375,16.66666667,16.14,5.03,103.0
2019-03-04,100.0,30.83333333,16.57,2.3,103.0
2019-03-11,92.58064516129032,28.0,16.03,2.36,103.0
2019-03-18,100.625,33.07692308,16.54,4.59,103.0
2019-03-25,100.37037037037037,32.5,16.23,1.37,104.0
2019-04-01,98.38709677419357,31.25,16.97,2.63,104.0
2019-04-08,124.28571428571428,35.0,17.76,3.99,104.0
2019-04-15,118.03571428571428,28.75,17.44,6.93,104.0
2019-04-22,111.78571428571428,22.5,17.44,2.1,104.0
2019-04-29,117.24137931034484,31.78571429,17.73,2.04,104.0
2019-05-06,125.33333333333331,63.63636364,17.84,0.47,104.0
2019-05-13,155.0,65.0,17.56,1.41,104.0
2019-05-20,148.125,52.0,17.34,8.91,104.0
2019-05-27,128.57142857142858,43.84615385,17.84,1.2,104.0
2019-06-03,126.20689655172414,37.5,17.86,3.74,104.0
2019-06-10,119.33333333333331,31.78571429,17.66,1.01,104.0
2019-06-17,111.875,22.91666667,17.29,2.47,104.0
2019-06-24,104.66666666666669,21.25,16.91,0.51,104.0
2019-07-01,107.1875,25.83333333,17.73,0.19,104.0
2019-07-08,107.58620689655172,29.09090909,17.66,2.74,104.0
2019-07-15,106.76470588235294,22.5,16.54,3.56,104.0
2019-07-22,102.06896551724138,17.5,16.04,1.3,104.0
2019-07-29,102.75862068965516,18.75,17.11,0.43,104.0
2019-08-05,106.29629629629628,26.66666667,16.48,4.13,104.0
2019-08-12,97.0,24.09090909,16.19,4.59,104.0
2019-08-19,113.05555555555556,25.83333333,16.11,6.84,104.0
2019-08-26,120.83333333333331,40.0,15.99,2.7,104.0
2019-09-02,128.4375,48.33333333,16.62,0.49,104.0
2019-09-09,130.6451612903226,57.27272727,16.71,5.06,104.0
2019-09-16,135.71428571428572,59.09090909,16.85,8.74,104.0
2019-09-23,178.125,88.18181818,15.75,4.81,104.0
2019-09-30,177.40740740740742,96.66666667,16.16,10.74,104.0
2019-10-07,179.31034482758622,99.23076923,16.31,10.94,104.0
2019-10-14,190.0,105.8333333,16.26,10.94,104.0
2019-10-21,196.1290322580645,109.2307692,15.85,7.16,104.0
2019-10-28,194.19354838709677,104.0909091,15.43,13.43,104.0
2019-11-04,200.2941176470588,111.8181818,15.89,6.73,104.0
2019-11-11,195.2173913043478,109.1666667,16.09,3.9,104.0
2019-11-18,179.31034482758622,90.0,15.55,7.04,104.0
2019-11-25,162.5,63.63636364,15.9,14.56,104.0
2019-12-02,184.19354838709677,74.54545455,15.54,8.61,104.0
2019-12-09,198.06451612903223,86.36363636,14.99,16.64,104.0
2019-12-16,198.0,101.6666667,15.61,10.16,104.0
2019-12-23,204.28571428571428,112.7272727,15.5,1.26,104.0
2019-12-30,197.24137931034485,110.0,15.46,1.3,104.0
2020-01-06,216.33333333333337,117.2727273,14.85,1.3,104.0
2020-01-13,219.31034482758625,125.4545455,15.49,1.41,104.0
2020-01-20,204.7058823529412,92.72727273,15.61,2.71,104.0
2020-01-27,208.70967741935485,110.8333333,15.19,0.31,104.0
2020-02-03,214.19354838709677,116.6666667,15.44,1.06,104.0
2020-02-10,201.8181818181818,105.0,15.69,4.69,104.0
2020-02-17,167.93103448275863,80.0,15.74,3.71,104.0
2020-02-24,146.5625,69.0,16.0,1.34,104.0
2020-03-02,154.82758620689654,77.5,17.09,2.19,104.0
2020-03-09,154.3444104560623,71.66666666666667,17.87,0.86,104.0
2020-03-16,153.861234705228,65.83333333333333,17.16,3.03,104.0
2020-03-23,153.37805895439377,60.0,17.06,1.23,104.0
2020-03-30,152.89488320355952,54.16666666666667,18.0,4.24,104.0
2020-04-06,152.41170745272524,48.333333333333336,17.41,3.41,104.0
2020-04-13,151.928531701891,42.5,17.46,16.27,104.0
2020-04-20,151.4453559510567,36.66666666666667,17.51,3.64,104.0
2020-04-27,150.96218020022246,30.833333333333336,17.49,0.9,104.0
2020-05-04,150.4790044493882,25.0,17.63,13.44,104.0
2020-05-11,149.99582869855394,35.0,17.87,11.3,104.0
2020-05-18,149.5126529477197,42.0,17.29,4.17,104.0
2020-05-25,149.0294771968854,57.0,18.11,3.07,104.0
2020-06-01,148.54630144605116,98.18181818,16.74,2.21,104.0
2020-06-08,148.0631256952169,70.0,16.89,1.69,104.0
2020-06-15,147.57994994438263,65.55555556,17.14,0.49,104.0
2020-06-22,147.09677419354838,64.54545455,16.75,1.13,104.0
2020-06-29,148.8235294117647,77.0,17.18,0.91,104.0
2020-07-06,137.66666666666666,68.0,16.71,4.53,104.0
2020-07-13,144.33333333333334,69.09090909,16.85,2.8,104.0
2020-07-20,146.78571428571428,71.36363636,16.19,3.44,104.0
2020-07-27,158.92857142857142,76.5,16.19,3.43,104.0
2020-08-03,146.07142857142858,86.36363636,15.96,8.23,104.0
2020-08-10,143.57142857142858,74.5,16.03,0.63,104.0
2020-08-17,200.0,113.0,16.91,0.34,104.0
2020-08-24,201.0344827586207,121.0,16.52,2.99,104.0
2020-08-31,171.78571428571428,88.0,16.09,7.47,104.0
2020-09-07,148.07692307692307,72.0,15.71,4.56,104.0
2020-09-14,156.42857142857142,80.0,16.06,5.99,104.0
2020-09-21,143.84615384615384,72.5,16.32,5.93,104.0
2020-09-28,145.0,77.5,16.04,1.26,104.0
2020-10-05,147.33333333333334,75.1,16.64,2.03,104.0
2020-10-12,149.66666666666666,72.7,15.49,7.3,104.0
2020-10-19,152.0,70.3,16.26,1.03,104.0
2020-10-26,154.33333333333334,67.9,16.24,1.99,104.0
2020-11-02,156.66666666666666,65.5,16.34,7.5,104.0
2020-11-09,159.0,63.1,16.47,10.76,104.0
2020-11-16,161.33333333333334,60.7,15.72,7.14,104.0
2020-11-23,163.66666666666666,58.3,15.81,0.96,104.0
2020-11-30,166.0,55.900000000000006,15.7,3.34,104.0
2020-12-07,168.33333333333334,53.5,15.64,2.39,104.0
2020-12-14,170.66666666666666,51.1,15.42,6.46,104.0
2020-12-21,173.0,48.7,15.21,15.63,104.0
2021-01-04,175.33333333333334,46.3,15.97,12.39,104.0
2021-01-11,177.66666666666669,43.9,15.73,18.64,104.0
2021-01-18,180.0,41.5,15.23,3.11,104.0
2021-01-25,180.0,47.5,14.07,6.07,104.0
2021-02-01,181.05263157894737,83.0,14.91,3.49,104.0
2021-02-08,160.95238095238096,55.90909091,15.3,2.24,104.0
2021-02-15,166.31578947368422,78.63636364,15.44,2.91,104.0
2021-02-22,155.3846153846154,83.63636364,15.84,0.56,104.0
2021-03-01,182.59259259259255,114.0,15.59,2.4,104.0
2021-03-08,180.4,113.0,15.05,3.37,104.0
2021-03-15,173.2258064516129,107.0,15.82,3.2,104.0
2021-03-22,157.27272727272728,81.0,15.99,6.87,104.0
2021-03-29,162.57142857142858,90.90909091,17.21,0.41,104.0
2021-04-05,161.25,85.0,16.56,21.67,104.0
2021-04-12,171.66666666666666,101.6666667,16.47,9.71,104.0
2021-04-19,176.33333333333334,125.0,16.49,0.59,104.0
2021-04-26,146.0,91.0,16.71,6.39,104.0
2021-05-03,158.33333333333334,96.92307692,17.27,10.0,104.0
2021-05-10,152.22222222222223,74.0,17.23,21.2,104.0
2021-05-17,171.6,108.1818182,17.17,0.99,104.0
2021-05-24,180.47126436781608,113.14545456,16.24,9.17,104.0
2021-05-31,189.3425287356322,118.10909092,17.06,19.9,104.0
2021-06-07,198.21379310344827,123.07272728,16.59,2.57,104.0
2021-06-14,207.08505747126435,128.03636364,16.2,0.67,104.0
2021-06-21,215.95632183908043,133.0,16.46,0.8,111.0
2021-06-28,224.82758620689657,158.0,17.04,1.69,111.0
2021-07-05,192.0,114.0,16.51,9.56,111.0
2021-07-12,190.0,110.0,16.29,7.24,111.0
2021-07-19,185.17241379310343,102.0,16.13,5.27,111.0
2021-07-26,201.0,134.0,16.42,0.49,111.0
2021-08-02,195.0,130.0,16.47,1.63,111.0
2021-08-09,197.40740740740745,144.0,16.27,3.67,111.0
2021-08-16,192.66666666666663,110.0,16.33,1.17,111.0
2021-08-23,187.58333333333331,118.0,15.82,5.51,111.0
2021-08-30,182.5,126.0,15.9,2.26,111.0
2021-09-06,204.44444444444449,115.0,16.35,1.26,111.0
2021-09-13,193.125,94.54545455,16.99,4.54,111.0
2021-09-20,166.66666666666666,94.0,16.74,3.49,111.0
2021-09-27,188.88888888888889,96.0,15.99,8.04,111.0
2021-10-04,163.47826086956522,86.0,16.51,2.34,111.0
2021-10-11,159.28571428571428,84.0,16.29,2.01,111.0
2021-10-18,164.8148148148148,89.0,16.41,8.34,111.0
2021-10-25,199.25925925925927,112.0,16.1,10.76,111.0
2021-11-01,165.76923076923077,94.0,16.56,7.71,111.0
2021-11-08,190.0,121.0,15.86,7.5,111.0
2021-11-15,247.58620689655172,130.0,16.1,2.96,111.0
2021-11-22,303.7931034482759,188.0,15.84,16.44,111.0
2021-11-29,359.2307692307692,267.0,15.81,2.84,111.0
2021-12-06,412.6923076923077,293.0,15.09,3.44,111.0
2021-12-13,457.8571428571428,343.0,15.34,6.4,111.0
2021-12-20,424.0740740740741,250.0,13.99,1.37,111.0
2021-12-27,426.53846153846155,293.0,13.95,2.26,121.0
2022-01-03,446.2962962962963,343.0,14.69,3.47,121.0
2022-01-10,313.030303030303,199.0,14.76,4.21,121.0
2022-01-17,314.81481481481484,209.4444444,14.01,1.14,121.0
2022-01-24,297.6666666666667,180.0,14.58,0.76,121.0
2022-01-31,304.13793103448273,183.0,14.74,1.37,121.0
2022-02-07,277.85714285714283,148.0,15.19,4.4,121.0
2022-02-14,251.25,108.0,15.66,2.13,121.0
2022-02-21,215.9375,89.0,15.33,3.03,121.0
2022-02-28,183.8709677419355,82.0,15.12,2.2,121.0
2022-03-07,175.48387096774192,70.0,16.28,1.7,121.0
2022-03-14,175.17241379310346,68.0,16.51,1.47,121.0
2022-03-21,169.3548387096774,67.0,17.16,2.0,176.0
2022-03-28,164.0,63.0,17.14,3.24,176.0
2022-04-04,178.6206896551724,74.0,16.04,8.7,176.0
2022-04-11,170.66666666666666,53.33333333,16.86,5.0,176.0
2022-04-18,158.4,70.0,16.8,4.26,176.0
2022-04-25,154.07407407407408,61.0,17.13,4.26,289.0
2022-05-02,189.28571428571428,98.0,17.65,1.59,289.0
2022-05-09,218.1818181818182,96.0,16.93,15.7,289.0
2022-05-16,294.13793103448273,142.0,17.21,4.4,289.0
2022-05-23,293.7037037037037,144.0,16.81,2.8,289.0
2022-05-30,293.7037037037037,206.0,16.6,2.43,400.0
2022-06-06,417.0967741935484,258.0,16.65,2.31,400.0
2022-06-13,418.92857142857144,284.0,16.49,3.96,400.0
2022-06-20,380.3125,241.0,16.03,1.27,400.0
2022-06-27,377.5757575757576,214.0,16.9,4.34,400.0
2022-07-04,376.4516129032258,200.0,15.36,5.51,460.0
2022-07-11,461.7857142857143,292.0,15.71,4.01,460.0
2022-07-18,403.2258064516129,269.0,16.54,4.01,460.0
2022-07-25,371.7241379310345,231.0,16.4,4.54,440.0
2022-08-01,358.57142857142856,185.0,15.0,20.74,440.0
2022-08-08,368.6666666666667,234.0,15.91,1.2,430.0
2022-08-15,519.3333333333334,302.0,16.48,1.89,430.0
2022-08-22,528.5714285714286,385.0,15.97,3.19,430.0
2022-08-29,508.0,317.0,15.99,9.5,430.0
2022-09-05,406.6666666666667,277.0,15.74,4.37,430.0
2022-09-12,428.92857142857144,325.0,16.25,0.3,430.0
2022-09-19,514.4827586206897,330.0,16.29,0.94,430.0
2022-09-26,481.07142857142856,313.0,16.02,8.17,430.0
2022-10-03,470.7142857142857,277.0,15.79,2.64,430.0
2022-10-10,411.42857142857144,226.0,16.05,10.99,430.0
2022-10-17,363.1034482758621,194.0,16.06,5.74,430.0
2022-10-24,352.85714285714283,190.0,15.48,3.51,415.0
2022-10-31,339.2857142857143,163.0,15.75,14.23,415.0
2022-11-07,347.14285714285717,165.0,15.65,7.07,415.0
2022-11-14,336.7647058823529,162.0,14.57,1.51,415.0
2022-11-21,320.35714285714283,147.0,15.23,0.33,430.0
2022-11-28,321.25,135.0,15.48,4.01,430.0
2022-12-05,304.86206896551727,183.0,14.15,2.57,430.0
2022-12-12,288.4741379310345,155.0,14.18,4.47,420.0
2022-12-19,272.08620689655174,128.0,15.29,10.09,420.0
2022-12-26,255.69827586206895,107.0,13.88,0.59,420.0
2023-01-02,239.31034482758625,123.0,13.87,3.26,420.0
2023-01-09,195.0,73.0,14.28,0.79,405.0
2023-01-16,203.66666666666663,65.0,13.67,4.73,405.0
2023-01-23,183.2,57.0,14.59,2.76,405.0
2023-01-30,167.66666666666666,46.0,15.11,4.8,405.0
2023-02-06,153.57142857142858,44.54545455,14.48,2.39,405.0
2023-02-13,149.28571428571428,54.0,15.08,1.74,405.0
2023-02-20,142.85714285714286,43.0,14.6,5.27,405.0
2023-02-27,150.71428571428572,48.0,14.01,4.91,405.0
2023-03-06,151.11111111111111,51.0,14.86,4.01,405.0
2023-03-13,151.72413793103448,52.0,16.21,4.44,405.0
2023-03-20,143.10344827586206,50.0,16.55,4.8,405.0
2023-03-27,161.3793103448276,63.0,16.5,1.19,405.0
2023-04-03,170.35714285714286,70.0,16.24,2.73,405.0
2023-04-10,195.71428571428572,80.90909091,16.82,1.21,325.0
2023-04-17,245.3846153846154,135.0,17.81,9.77,325.0
2023-04-24,236.96969696969697,112.0,17.23,8.56,325.0
2023-05-01,266.0,116.0,16.69,6.73,325.0
2023-05-08,268.0769230769231,132.0,17.8,1.34,310.0
2023-05-15,288.0,178.0,18.48,1.37,310.0
2023-05-22,333.8709677419355,262.0,17.46,1.89,310.0
2023-05-29,429.1666666666667,313.0,17.91,2.5,310.0
2023-06-05,421.42857142857144,282.0,17.71,0.84,310.0
2023-06-12,390.0,215.0,17.41,0.97,310.0
2023-06-19,320.3030303030303,147.0,17.72,1.39,310.0
2023-06-26,323.7931034482759,159.0,17.21,2.86,310.0
2023-07-03,315.7142857142857,155.0,15.92,12.76,310.0
2023-07-10,309.70588235294116,138.0,16.81,2.27,308.0
2023-07-17,300.0,135.0,16.21,1.31,308.0
2023-07-24,305.1515151515151,144.0,16.66,1.69,308.0
2023-07-31,250.57142857142856,130.0,17.21,0.87,308.0
2023-08-07,260.0,154.0,17.13,5.29,306.0
2023-08-14,255.71428571428572,130.0,16.75,0.63,306.0
2023-08-21,285.7142857142857,133.0,17.43,1.59,306.0
2023-08-28,254.35897435897436,115.0,17.44,6.09,306.0
2023-09-04,251.7948717948718,80.90909091,16.69,4.47,306.0
2023-09-11,226.1764705882353,65.0,16.93,5.21,341.0
2023-09-18,207.8947368421053,55.83333333,16.73,6.91,341.0
2023-09-25,219.375,55.0,16.77,5.86,341.0
2023-10-02,221.0810810810811,70.0,17.22,11.3,341.0
2023-10-09,215.0,65.45454545,16.64,19.27,351.0
2023-10-16,220.3030303030303,77.0,16.03,20.3,351.0
2023-10-23,240.2941176470588,108.1818182,15.92,5.63,351.0
2023-10-30,297.42857142857144,147.2727273,16.08,11.69,351.0
2023-11-06,316.7647058823529,183.0,16.35,18.56,351.0
2023-11-13,364.2857142857143,217.5,16.66,23.04,356.0
2023-11-20,383.4375,220.0,15.66,10.24,356.0
2023-11-27,454.0,286.0,16.42,8.24,356.0
